file_name,label,rms_mean,rms_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flux_mean,spectral_rolloff_mean,zcr_mean,pitch_mean,hnr_mean,mel_mean,mel_variance,onset_strength_mean,onset_count,duration,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_mfcc_mean_0,delta_mfcc_mean_1,delta_mfcc_mean_2,delta_mfcc_mean_3,delta_mfcc_mean_4,delta_mfcc_mean_5,delta_mfcc_mean_6,delta_mfcc_mean_7,delta_mfcc_mean_8,delta_mfcc_mean_9,delta_mfcc_mean_10,delta_mfcc_mean_11,delta_mfcc_mean_12,delta2_mfcc_mean_0,delta2_mfcc_mean_1,delta2_mfcc_mean_2,delta2_mfcc_mean_3,delta2_mfcc_mean_4,delta2_mfcc_mean_5,delta2_mfcc_mean_6,delta2_mfcc_mean_7,delta2_mfcc_mean_8,delta2_mfcc_mean_9,delta2_mfcc_mean_10,delta2_mfcc_mean_11,delta2_mfcc_mean_12
bear2_segment_0.wav,animals,0.3657375,0.06602479,3416.3307282260134,2399.273504025293,1.5289863,6429.6875,0.36402294303797467,1984.142578125,-21.29984,-20.161772,110.97251,1.5289863,2,2.5,104.79566192626953,23.526653289794922,13.945778846740723,8.748369216918945,6.201370716094971,3.5366318225860596,0.9821391105651855,-0.4098955988883972,-0.727294385433197,-1.9364051818847656,-3.2719390392303467,-3.883518934249878,-4.1617960929870605,111.76842498779297,4.930057525634766,4.167667388916016,2.9906744956970215,3.661205530166626,2.865737199783325,3.637343406677246,4.141282081604004,4.442445278167725,4.870048522949219,4.291919708251953,3.6133177280426025,3.4954442977905273,6.485780239105225,0.29639723896980286,0.10963977128267288,0.0659443736076355,0.06329275667667389,-0.01244301162660122,0.003992342855781317,-0.0107731306925416,-0.08174805343151093,-0.051680564880371094,-0.10816585272550583,-0.14918452501296997,-0.10749336332082748,-3.8860573768615723,-0.09035409986972809,-0.1091688871383667,-0.08415425568819046,-0.08476482331752777,-0.030216705054044724,0.03926435485482216,0.049956973642110825,-0.005471461918205023,0.024020688608288765,-0.03474622592329979,-0.022941982373595238,-0.026798048987984657
bear2_segment_1.wav,animals,0.35359567,0.08052145,3438.2688387095045,2404.207878452377,1.5364479,6452.432753164557,0.35064774525316456,1983.7591552734375,-97.65496,-21.882803,157.50705,1.5364479,1,2.5,91.77490234375,23.04937744140625,13.900164604187012,8.26116943359375,5.909512519836426,3.321850299835205,1.4597225189208984,-0.8624974489212036,-1.5190041065216064,-2.4381515979766846,-3.6911721229553223,-3.712306499481201,-2.7940571308135986,135.77537536621094,6.407693862915039,4.586126327514648,4.760438919067383,3.4118285179138184,3.253094434738159,3.7477798461914062,3.62231707572937,3.674175262451172,3.372227668762207,3.151556968688965,3.662856340408325,3.8140182495117188,0.0900384783744812,0.043345287442207336,-0.06363445520401001,-0.059470295906066895,0.0879928320646286,0.08050376921892166,0.06898204237222672,0.062310002744197845,0.04880214482545853,0.021256139501929283,-0.009727826341986656,0.02484717220067978,0.052002858370542526,-0.22812119126319885,-0.012232533656060696,-0.036429986357688904,0.0070803603157401085,0.01042475737631321,-0.06211668998003006,-0.013738659210503101,-0.03736136108636856,-0.04684968665242195,0.014361311681568623,-0.02782832272350788,-0.09294604510068893,-0.05344647914171219
bear2_segment_2.wav,animals,0.35555655,0.0806081,3427.9673835877447,2397.0431106456517,1.419343,6435.126582278481,0.35371340981012656,1994.61572265625,-146.64078,-21.559053,144.91895,1.419343,2,2.5,94.43944549560547,22.785484313964844,12.346819877624512,7.517660140991211,6.0223798751831055,4.080260276794434,1.6430107355117798,0.1720021814107895,0.03769347816705704,-0.9437915682792664,-1.9533063173294067,-2.399639368057251,-1.524163842201233,129.76902770996094,5.8238444328308105,4.203812122344971,4.6497802734375,5.114078998565674,3.300013542175293,4.76789665222168,4.9046759605407715,4.031860828399658,3.5063462257385254,3.0781147480010986,3.96726131439209,4.42545747756958,-4.1508588790893555,-0.21013154089450836,0.10624796152114868,0.2500462532043457,0.27055808901786804,-0.031862713396549225,-0.12392044067382812,-0.2310517430305481,-0.17998318374156952,-0.11005314439535141,-0.03100132942199707,-0.020684676244854927,-0.04846880957484245,4.637163162231445,0.05828667804598808,0.06734625995159149,0.030470628291368484,0.03751945495605469,0.04708705469965935,0.1293332725763321,0.03828061744570732,0.03390194848179817,0.004506022669374943,-0.010494830086827278,0.03872937336564064,0.03436967730522156
bear2_segment_3.wav,animals,0.37628254,0.018328238,3489.6141015488565,2458.908749267162,0.833687,6574.367088607595,0.37846741495253167,1996.672607421875,0.4184357,-18.974012,14.100711,0.833687,5,2.5,124.95964813232422,24.669137954711914,13.62910270690918,8.596349716186523,5.779358863830566,3.017706871032715,0.5875621438026428,-0.001270547742024064,-1.9869046211242676,-2.9774441719055176,-4.070789337158203,-4.478882312774658,-3.028073310852051,6.688070774078369,2.6793651580810547,3.858123779296875,3.069209337234497,3.255568265914917,3.581129550933838,3.3971352577209473,3.2147793769836426,3.757091760635376,3.5749733448028564,3.9193429946899414,3.9714338779449463,3.1209795475006104,0.013805798254907131,-0.01878082938492298,-0.03407847136259079,-0.02980978600680828,-0.042928844690322876,0.011188982054591179,0.026349889114499092,0.05192969739437103,0.013388874009251595,0.00952334888279438,-0.028751548379659653,-0.019966790452599525,0.011563469655811787,-0.26212427020072937,0.03345690667629242,0.045431554317474365,0.02919737808406353,0.031495101749897,-0.019152900204062462,-0.028397345915436745,0.06754516810178757,0.04215828701853752,-0.026590634137392044,0.02277693897485733,0.03599628061056137,-0.04412505403161049
bear3_segment_0.wav,animals,0.32557333,0.12279232,3203.3315247069845,2140.5188725343605,1.4635178,5872.428797468355,0.33658648140822783,1975.365966796875,32.05945,-27.0075,384.63458,1.4635178,2,2.5,35.37968063354492,12.94411849975586,4.6252055168151855,1.036779522895813,-0.6233682036399841,-1.1247222423553467,-1.8540985584259033,-0.7161807417869568,1.1819931268692017,2.701902389526367,4.221607208251953,4.84996223449707,3.8194336891174316,219.11900329589844,10.624299049377441,4.408730983734131,4.184249401092529,4.774667263031006,5.065643310546875,5.102269172668457,3.93536376953125,3.364579200744629,3.652297258377075,3.773954153060913,3.722663164138794,3.8257157802581787,8.68899154663086,0.2694573998451233,-0.014702274464070797,-0.11822547018527985,-0.09221309423446655,-0.12317705899477005,-0.10790012776851654,-0.10974334925413132,-0.05647273734211922,0.029970038682222366,0.08806668967008591,0.05250240117311478,0.015118460170924664,-0.11674078553915024,0.04594109207391739,0.03440430760383606,0.013653402216732502,0.048447348177433014,0.042339522391557693,0.04555296525359154,0.01089719869196415,-0.0011949131730943918,-0.019826393574476242,0.017863458022475243,0.008336923085153103,0.020292261615395546
bear3_segment_1.wav,animals,0.37729242,0.01867268,3495.3659871328246,2435.1487730963763,0.8476964,6562.895569620253,0.3840301127373418,1999.9244384765625,0.025429688,-19.395237,12.7602625,0.8476964,10,2.5,127.10759735107422,23.26893424987793,8.442038536071777,2.357447862625122,0.14130152761936188,-0.1644870638847351,-0.5204034447669983,-0.7882757782936096,-0.896844208240509,-0.49745091795921326,0.392253577709198,1.2614269256591797,0.8052522540092468,8.028400421142578,3.98069167137146,4.3968729972839355,4.611642837524414,4.6770920753479,3.8803186416625977,3.667623996734619,4.339071750640869,3.896998643875122,3.1777095794677734,3.1885411739349365,2.7921042442321777,3.10195255279541,-0.008163398131728172,-0.0750875249505043,-0.1284874528646469,-0.020881792530417442,0.019102808088064194,0.023286061361432076,-0.054488833993673325,-0.019327955320477486,-0.09004096686840057,-0.058407336473464966,-0.03275506570935249,-0.028519226238131523,0.018025951460003853,-0.38532474637031555,-0.015495662577450275,0.08495153486728668,0.03724071756005287,0.01813359558582306,0.05418756231665611,0.04218629002571106,-0.027671366930007935,0.05980626121163368,0.08160852640867233,0.043628644198179245,0.07105095684528351,-0.03674764186143875
bear3_segment_10.wav,animals,0.37245655,0.019128973,3611.3655175442404,2441.8918614689874,0.84421694,6642.306170886076,0.38815887064873417,1939.5435791015625,0.7635164,-20.063238,11.862333,0.84421694,17,2.5,118.1525650024414,17.16278076171875,8.792434692382812,3.0551676750183105,1.4101753234863281,-0.042319405823946,-1.5022352933883667,-2.62566876411438,-3.557509422302246,-4.168248653411865,-2.8032567501068115,-1.889966368675232,-2.1194005012512207,11.59415054321289,8.827881813049316,4.008091449737549,3.425873041152954,3.841007947921753,3.6244399547576904,3.8360161781311035,4.336302757263184,4.657027721405029,4.33582878112793,3.981832265853882,3.6063239574432373,3.7060728073120117,-0.131279855966568,-0.12336929887533188,-0.0896611362695694,-0.03385498374700546,0.18457330763339996,0.16098639369010925,0.11603627353906631,-0.00627842266112566,0.038036830723285675,0.02850949950516224,0.09446768462657928,0.1728353202342987,0.1103784590959549,-0.2127363532781601,0.0245966874063015,0.006671872455626726,0.0797487199306488,0.024813402444124222,-0.03764598071575165,-0.02015463076531887,0.007863814942538738,0.06430665403604507,0.024535929784178734,0.0060222395695745945,-0.003949048928916454,0.011264912784099579
bear3_segment_11.wav,animals,0.37103924,0.018182745,3697.682886206721,2425.6532511280916,0.8453369,6703.026107594937,0.37867756131329117,1962.9100341796875,4.489978,-18.914097,10.347936,0.8453369,5,2.5,109.51231384277344,8.840906143188477,5.589978218078613,3.6802985668182373,2.4338607788085938,1.0589343309402466,-0.5416600704193115,-1.4472105503082275,-0.8851631283760071,-1.6870319843292236,-0.6371810436248779,-0.3166371285915375,-0.10306411236524582,13.438941955566406,11.071889877319336,4.1288957595825195,2.6620659828186035,3.036137104034424,2.74356746673584,3.6815764904022217,4.499661922454834,5.794186115264893,5.367057800292969,4.902775287628174,4.29897928237915,3.8490657806396484,0.3018015921115875,0.20791921019554138,0.018136773258447647,-0.0035104781854897738,0.03373701497912407,0.03890787065029144,-0.050194013863801956,-0.10672330111265182,-0.231194406747818,-0.3021198511123657,-0.283365935087204,-0.2407350391149521,-0.21235579252243042,-0.23688825964927673,0.0401865690946579,0.02231263369321823,-0.015311754308640957,-0.03700299933552742,-0.04035814478993416,0.020887721329927444,-0.015583955682814121,-0.052400168031454086,-0.0025456238072365522,-0.021048685535788536,-0.060770172625780106,0.015552615746855736
bear3_segment_2.wav,animals,0.3701259,0.01803744,3738.637969189947,2415.97817042505,0.8346584,6709.058544303797,0.3858410799050633,1934.9686279296875,0.7118626,-21.305655,9.543113,0.8346584,4,2.5,106.5118637084961,5.846767425537109,5.004456043243408,2.987091302871704,1.5064775943756104,0.7568914890289307,0.09139014780521393,-1.0654851198196411,-1.0799827575683594,0.009839299134910107,0.44479095935821533,0.0509774424135685,1.3765482902526855,11.943591117858887,9.353280067443848,4.187849998474121,3.681171178817749,3.169907331466675,3.3593461513519287,3.5229005813598633,5.257002830505371,5.803824424743652,5.259603023529053,4.177844524383545,3.9497456550598145,3.622882843017578,0.1621890515089035,0.1175851970911026,-0.04162667691707611,-0.03960707038640976,-0.03800589591264725,0.08605574071407318,0.016595622524619102,-0.037410441786050797,-0.06077050417661667,-0.014015127904713154,-0.038669195026159286,0.011796766892075539,-0.01902562752366066,-0.27227455377578735,0.02221560664474964,0.059709176421165466,0.035241976380348206,-0.0001710336364340037,0.030727090314030647,0.012238957919180393,0.026055974885821342,0.08623863011598587,-0.01582617685198784,0.05559235066175461,0.07372773438692093,-0.0071499100886285305
bear3_segment_3.wav,animals,0.36907127,0.01932014,3690.3236418275746,2412.8209307848565,0.79896843,6662.6780063291135,0.38286194620253167,1960.5028076171875,0.43725663,-20.399769,10.171032,0.79896843,4,2.5,109.37992858886719,8.524103164672852,4.330160617828369,2.2590529918670654,1.1849820613861084,1.3227754831314087,0.7869737148284912,1.369796633720398,0.23388917744159698,-0.06905653327703476,0.41674619913101196,0.8468902111053467,0.962398886680603,15.043295860290527,12.395243644714355,4.023412227630615,3.399081230163574,3.9277007579803467,3.6187121868133545,3.2311089038848877,3.092228889465332,3.756612539291382,3.418957233428955,3.8883159160614014,3.1395692825317383,2.630239486694336,-0.3356853425502777,-0.3269830346107483,-0.03623022139072418,0.06686381250619888,-0.0032067683059722185,0.013137022033333778,0.06441421806812286,0.12072773277759552,0.13146498799324036,0.16170117259025574,0.09788583964109421,0.07867685705423355,0.0839211642742157,-0.27705326676368713,0.015381825156509876,0.05669558793306351,0.05237605795264244,0.10427825152873993,0.06692611426115036,0.020096121355891228,-0.016738522797822952,-0.02363041415810585,-0.019368596374988556,-0.005837221164256334,-0.0019523141672834754,0.02877918630838394
